index,symbol,name,date,isEnabled,type,iexId
7868,UGI,UGI Corporation,7/19/2018,TRUE,cs,7068
7869,UGL,ProShares Ultra Gold,7/19/2018,TRUE,et,7069
7870,UGLD,VelocityShares 3x Long Gold ETN,7/19/2018,TRUE,N/A,7070
7871,UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one),7/19/2018,TRUE,cs,7071
7872,UHAL,Amerco,7/19/2018,TRUE,cs,7072
7873,UHN,United States Diesel Heating Oil Fund LP,7/19/2018,TRUE,et,7073
7874,UHS,Universal Health Services Inc.,7/19/2018,TRUE,cs,7074
7875,UHT,Universal Health Realty Income Trust,7/19/2018,TRUE,cs,7075
7876,UIHC,United Insurance Holdings Corp.,7/19/2018,TRUE,cs,7076
7877,UIS,Unisys Corporation,7/19/2018,TRUE,cs,7079
7878,UITB,USAA Core Intermediate-Term Bond,7/19/2018,TRUE,N/A,13653
7879,UIVM,USAA MSCI International Value Momentum Blend Index,7/19/2018,TRUE,N/A,13654
7880,UJB,ProShares Ultra High Yield,7/19/2018,TRUE,et,7081
7881,UJPY,ETNs linked to the VelocityShares Daily 4X Long JPY vs. USD Index,7/19/2018,TRUE,N/A,13907
7882,UL,Unilever PLC,7/19/2018,TRUE,cs,7085
7883,ULBI,Ultralife Corporation,7/19/2018,TRUE,cs,7086
7884,ULBR,Citigroup Global Markets Holdings Inc VelocityShares Long LIBOR ETN,7/19/2018,TRUE,N/A,13284
7885,ULE,ProShares Ultra Euro,7/19/2018,TRUE,et,7087
7886,ULH,Universal Logistics Holdings Inc.,7/19/2018,TRUE,cs,7015
7887,ULST,SPDR SSgA Ultra Short Term Bond,7/19/2018,TRUE,N/A,8008
7888,ULTA,Ulta Beauty Inc.,7/19/2018,TRUE,cs,12351
7889,ULTI,The Ultimate Software Group Inc.,7/19/2018,TRUE,cs,7089
7890,ULVM,USAA MSCI USA Value Momentum Blend Index,7/19/2018,TRUE,N/A,13655
7891,UMBF,UMB Financial Corporation,7/19/2018,TRUE,cs,7091
7892,UMC,United Microelectronics Corporation (NEW),7/19/2018,TRUE,cs,7092
7893,UMDD,UltraPro MidCap400,7/19/2018,TRUE,et,7093
7894,UMH,UMH Properties Inc.,7/19/2018,TRUE,cs,7094
7895,UMH-B,UMH Properties Inc. 8.0% Series B Cumulative Redeemable Preferred Stock,7/19/2018,TRUE,ps,10746
7896,UMH-C,UMH Properties Inc. 6.75% Series C Cumulative Redeemable Preferred Stock Liquidation Preference $25 per share,7/19/2018,TRUE,ps,13188
7897,UMH-D,UMH Properties Inc. 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25 per share,7/19/2018,TRUE,ps,14085
7898,UMPQ,Umpqua Holdings Corporation,7/19/2018,TRUE,cs,7096
7899,UMRX,Unum Therapeutics Inc.,7/19/2018,TRUE,cs,14224
7900,UN,Unilever NV,7/19/2018,TRUE,cs,7098
7901,UNAM,Unico American Corporation,7/19/2018,TRUE,cs,7099
7902,UNB,Union Bankshares Inc.,7/19/2018,TRUE,cs,7100
7903,UNF,Unifirst Corporation,7/19/2018,TRUE,cs,7101
7904,UNFI,United Natural Foods Inc.,7/19/2018,TRUE,cs,7102
7905,UNG,United States Natural Gas Fund LP,7/19/2018,TRUE,et,7103
7906,UNH,UnitedHealth Group Incorporated (DE),7/19/2018,TRUE,cs,7104
7907,UNIT,Uniti Group Inc.,7/19/2018,TRUE,cs,9928
7908,UNL,United States 12 Month Natural Gas Fund,7/19/2018,TRUE,et,7106
7909,UNM,Unum Group,7/19/2018,TRUE,cs,7107
7910,UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,7/19/2018,TRUE,N/A,14755
7911,UNP,Union Pacific Corporation,7/19/2018,TRUE,cs,7108
7912,UNT,Unit Corporation,7/19/2018,TRUE,cs,7110
7913,UNTY,Unity Bancorp Inc.,7/19/2018,TRUE,cs,7113
7914,UNVR,Univar Inc.,7/19/2018,TRUE,cs,9175
7915,UONE,Urban One Inc.,7/19/2018,TRUE,cs,5953
7916,UONEK,Urban One Inc.,7/19/2018,TRUE,cs,5954
7917,UPL,Ultra Petroleum Corp.,7/19/2018,TRUE,cs,12788
7918,UPLD,Upland Software Inc.,7/19/2018,TRUE,cs,9232
7919,UPRO,ProShares UltraPro S&P 500,7/19/2018,TRUE,et,7120
7920,UPS,United Parcel Service Inc.,7/19/2018,TRUE,cs,7121
7921,UPV,ProShares Ultra FTSE Europe,7/19/2018,TRUE,et,7122
7922,UPW,ProShares Ultra Utilities,7/19/2018,TRUE,et,7123
7923,UQM,UQM Technologies Inc,7/19/2018,TRUE,cs,7124
7924,URA,Global X Uranium,7/19/2018,TRUE,N/A,7125
7925,URBN,Urban Outfitters Inc.,7/19/2018,TRUE,cs,7126
7926,URE,ProShares Ultra Real Estate,7/19/2018,TRUE,et,7127
7927,URG,Ur-Energy Inc (Canada),7/19/2018,TRUE,cs,7128
7928,URGN,UroGen Pharma Ltd.,7/19/2018,TRUE,cs,12772
7929,URI,United Rentals Inc.,7/19/2018,TRUE,cs,7129
7930,URR,Market Vectors Double Long Euro ETN,7/19/2018,TRUE,et,7130
7931,URTH,Ishares MSCI World Index Fund,7/19/2018,TRUE,et,7133
7932,URTY,ProShares UltraPro Russell2000,7/19/2018,TRUE,et,7134
7933,USA,Liberty All-Star Equity Fund,7/19/2018,TRUE,cs,7136
7934,USAC,USA Compression Partners LP Representing Limited Partner Interests,7/19/2018,TRUE,cs,7137
7935,USAG,United States Agriculture Index Fund ETV,7/19/2018,TRUE,et,7138
7936,USAI,American Energy Independence,7/19/2018,TRUE,N/A,13908
7937,USAK,USA Truck Inc.,7/19/2018,TRUE,cs,7139
7938,USAP,Universal Stainless & Alloy Products Inc.,7/19/2018,TRUE,cs,7140
7939,USAS,Americas Silver Corporation no par value,7/19/2018,TRUE,cs,12315
7940,USAT,USA Technologies Inc.,7/19/2018,TRUE,cs,7141
7941,USATP,USA Technologies Inc. Preferred Stock,7/19/2018,TRUE,ps,7142
7942,USAU,U.S. Gold Corp.,7/19/2018,TRUE,cs,1869
7943,USB,U.S. Bancorp,7/19/2018,TRUE,cs,7143
7944,USB-A,U.S. Bancorp Depositary Shares Series A,7/19/2018,TRUE,ps,7144
7945,USB-H,U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B,7/19/2018,TRUE,ps,7145
7946,USB-M,U.S. Bancorp Depositary Shares Series F,7/19/2018,TRUE,ps,7146
7947,USB-O,US Bancorp Del Dep Shs Repstg 1/1000th Perp Pfd Ser H,7/19/2018,TRUE,ps,7148
7948,USCI,United States Commodity Index Fund ETV,7/19/2018,TRUE,et,7150
7949,USCR,U S Concrete Inc.,7/19/2018,TRUE,cs,7151
7950,USD,ProShares Ultra Semiconductors,7/19/2018,TRUE,et,7152
7951,USDP,USD Partners LP representing limited partner interest,7/19/2018,TRUE,cs,9212
7952,USDU,WisdomTree Bloomberg U.S. Dollar Bullish Fund,7/19/2018,TRUE,N/A,8176
7953,USDY,Horizons Cadence Hedged US Dividend Yield,7/19/2018,TRUE,N/A,14141
7954,USEG,U.S. Energy Corp.,7/19/2018,TRUE,cs,7153
7955,USEQ,Invesco Russell 1000 Enhanced Equal Weight,7/19/2018,TRUE,N/A,13126
7956,USFD,US Foods Holding Corp.,7/19/2018,TRUE,cs,11066
7957,USFR,WisdomTree Floating Rate Treasury Fund,7/19/2018,TRUE,N/A,8269
7958,USG,USG Corporation,7/19/2018,TRUE,cs,7154
7959,USHY,iShares Broad USD High Yield Corporate Bond,7/19/2018,TRUE,N/A,13645
7960,USL,United States 12 Month Oil,7/19/2018,TRUE,et,7155
7961,USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,7/19/2018,TRUE,N/A,10811
7962,USLM,United States Lime & Minerals Inc.,7/19/2018,TRUE,cs,7156
7963,USLV,VelocityShares 3x Long Silver ETN,7/19/2018,TRUE,N/A,7157
7964,USM,United States Cellular Corporation,7/19/2018,TRUE,cs,7158
7965,USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,7/19/2018,TRUE,N/A,13540
7966,USMF,WisdomTree U.S. Multifactor Fund,7/19/2018,TRUE,N/A,13079
7967,USMV,iShares Edge MSCI Min Vol USA,7/19/2018,TRUE,et,7162
7968,USNA,USANA Health Sciences Inc.,7/19/2018,TRUE,cs,7163
7969,USO,United States Oil Fund,7/19/2018,TRUE,et,7164
7970,USOD,United States 3x Short Oil Fund,7/19/2018,TRUE,N/A,13165
7971,USOI,Credit Suisse X-Links Crude Oil Shares Covered Call ETN,7/19/2018,TRUE,N/A,12809
7972,USOU,United States 3x Oil Fund,7/19/2018,TRUE,N/A,13166
7973,USPH,U.S. Physical Therapy Inc.,7/19/2018,TRUE,cs,7165
7974,USRT,iShares Core U.S. REIT,7/19/2018,TRUE,cs,2683
7975,UST,ProShares Ultra 7-10 Year Treasury,7/19/2018,TRUE,et,7166
7976,USTB,USAA Core Short-Term Bond,7/19/2018,TRUE,N/A,13656
7977,USV,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes UBS Bloomberg CMCI Silver ETN,7/19/2018,TRUE,et,7169
7978,USVM,USAA MSCI USA Small Cap Value Momentum Blend Index,7/19/2018,TRUE,N/A,13657
7979,USX,U.S. Xpress Enterprises Inc. Class A,7/19/2018,TRUE,cs,14530
7980,UTES,ETFIS Series Trust I Reaves Utilities,7/19/2018,TRUE,N/A,10580
7981,UTF,Cohen & Steers Infrastructure Fund Inc,7/19/2018,TRUE,cs,7171
7982,UTG,Reaves Utility Income Fund of Beneficial Interest,7/19/2018,TRUE,cs,7172
7983,UTHR,United Therapeutics Corporation,7/19/2018,TRUE,cs,7173
7984,UTI,Universal Technical Institute Inc,7/19/2018,TRUE,cs,7174
7985,UTL,UNITIL Corporation,7/19/2018,TRUE,cs,7176
7986,UTLF,iShares Edge MSCI Multifactor Utilities,7/19/2018,TRUE,N/A,11353
7987,UTMD,Utah Medical Products Inc.,7/19/2018,TRUE,cs,7178
7988,UTSI,UTStarcom Holdings Corp,7/19/2018,TRUE,cs,7179
7989,UTSL,Direxion Daily Utilities Bull 3X Shares,7/19/2018,TRUE,N/A,12871
7990,UTX,United Technologies Corporation,7/19/2018,TRUE,cs,7180
7991,UUP,Invesco DB USD Index Bullish Fund,7/19/2018,TRUE,et,7182
7992,UUU,Universal Security Instruments Inc.,7/19/2018,TRUE,cs,7184
7993,UUUU,Energy Fuels Inc (Canada),7/19/2018,TRUE,cs,8145
7994,UUUU+,,7/19/2018,TRUE,N/A,12222
7995,UVE,UNIVERSAL INSURANCE HOLDINGS INC,7/19/2018,TRUE,cs,7185
7996,UVSP,Univest Corporation of Pennsylvania,7/19/2018,TRUE,cs,7187
7997,UVV,Universal Corporation,7/19/2018,TRUE,cs,7190
7998,UVXY,ProShares Trust Ultra VIX Short Term Futures,7/19/2018,TRUE,N/A,7191
7999,UWM,ProShares Ultra Russell2000,7/19/2018,TRUE,et,7193
8000,UWN,Nevada Gold & Casinos Inc.,7/19/2018,TRUE,cs,7194
8001,UWT,VelocityShares 3x Long Crude Oil ETNs linked to the S&P GSCI Crude Oil Index ER,7/19/2018,TRUE,N/A,12168
8002,UXI,ProShares Ultra Industrials,7/19/2018,TRUE,et,7196
8003,UXIN,Uxin Limited,7/19/2018,TRUE,cs,14743
8004,UYG,ProShares Ultra Financials,7/19/2018,TRUE,et,7198
8005,UYM,ProShares Ultra Basic Materials,7/19/2018,TRUE,et,7199
8006,UZA,United States Cellular Corporation 6.95% Senior Notes due 2060,7/19/2018,TRUE,N/A,7200
8007,UZB,,7/19/2018,TRUE,N/A,9556
8008,UZC,United States Cellular Corporation 7.25% Senior Notes due 2064,7/19/2018,TRUE,N/A,10859
8009,V,Visa Inc.,7/19/2018,TRUE,cs,7201
8010,VAC,Marriot Vacations Worldwide Corporation,7/19/2018,TRUE,cs,7202
8011,VALE,VALE S.A. American Depositary Shares Each Representing one,7/19/2018,TRUE,cs,7204
8012,VALQ,American Century STOXX U.S. Quality Value,7/19/2018,TRUE,N/A,14019
8013,VALU,Value Line Inc.,7/19/2018,TRUE,cs,7206
8014,VALX,Validea Market Legends ETF,7/19/2018,TRUE,N/A,9564
8015,VAM,The Vivaldi Opportunities Fund,7/19/2018,TRUE,N/A,14531
8016,VAMO,Cambria ETF Trust Value and Momentum,7/19/2018,TRUE,N/A,10489
8017,VAR,Varian Medical Systems Inc.,7/19/2018,TRUE,cs,7207
8018,VAW,Vanguard Materials,7/19/2018,TRUE,et,7209
8019,VB,Vanguard Small-Cap,7/19/2018,TRUE,et,7210
8020,VBF,Invesco Bond Fund,7/19/2018,TRUE,cs,7211
8021,VBFC,Village Bank and Trust Financial Corp.,7/19/2018,TRUE,cs,7212
8022,VBIV,VBI Vaccines Inc.,7/19/2018,TRUE,cs,11336
8023,VBK,Vanguard Small-Cap Growth,7/19/2018,TRUE,et,7213
8024,VBLT,Vascular Biogenics Ltd.,7/19/2018,TRUE,cs,9107
8025,VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,7/19/2018,TRUE,N/A,9380
8026,VBR,Vanguard Small-Cap Value,7/19/2018,TRUE,et,7214
8027,VBTX,Veritex Holdings Inc.,7/19/2018,TRUE,cs,9209
8028,VC,Visteon Corporation,7/19/2018,TRUE,cs,7215
8029,VCEL,Vericel Corporation,7/19/2018,TRUE,cs,467
8030,VCF,Delaware Investments Colorado Municipal Income Fund Inc,7/19/2018,TRUE,cs,7217
8031,VCIT,Vanguard Intermediate-Term Corporate Bond ETF,7/19/2018,TRUE,et,7219
8032,VCLT,Vanguard Long-Term Corporate Bond ETF,7/19/2018,TRUE,et,7221
8033,VCR,Vanguard Consumer Discretion,7/19/2018,TRUE,et,7223
8034,VCRA,Vocera Communications Inc.,7/19/2018,TRUE,cs,7224
8035,VCSH,Vanguard Short-Term Corporate Bond ETF,7/19/2018,TRUE,et,7225
8036,VCTR,Victory Capital Holdings Inc.,7/19/2018,TRUE,cs,14094
8037,VCV,Invesco California Value Municipal Income Trust,7/19/2018,TRUE,cs,7226
8038,VCYT,Veracyte Inc.,7/19/2018,TRUE,cs,8057
8039,VDC,Vanguard Consumer Staples,7/19/2018,TRUE,et,7227
8040,VDE,Vanguard Energy,7/19/2018,TRUE,et,7228
8041,VEA,Vanguard FTSE Developed Markets,7/19/2018,TRUE,et,7231
8042,VEAC,Vantage Energy Acquisition Corp.,7/19/2018,TRUE,cs,12826
8043,VEACU,Vantage Energy Acquisition Corp. Unit,7/19/2018,TRUE,su,12780
8044,VEACW,Vantage Energy Acquisition Corp. Warrant,7/19/2018,TRUE,N/A,12837
8045,VEC,Vectrus Inc.,7/19/2018,TRUE,cs,9244
8046,VECO,Veeco Instruments Inc.,7/19/2018,TRUE,cs,7232
8047,VEDL,Vedanta Limited American Depositary Shares (Each representing four equity shares),7/19/2018,TRUE,cs,7757
8048,VEEV,Veeva Systems Inc. Class A,7/19/2018,TRUE,cs,7878
8049,VEGA,AdvisorShares STAR Global Buy-Write,7/19/2018,TRUE,et,7233
8050,VEGI,iShares MSCI Agriculture Producers Fund,7/19/2018,TRUE,et,7234
8051,VEON,VEON Ltd.,7/19/2018,TRUE,cs,7272
8052,VER,VEREIT Inc.,7/19/2018,TRUE,cs,396
8053,VER-F,VEREIT Inc. 6.70% Series F Cumulative Redeemable Preferred Stock,7/19/2018,TRUE,ps,8188
8054,VERI,Veritone Inc.,7/19/2018,TRUE,cs,12478
8055,VERU,Veru Inc.,7/19/2018,TRUE,cs,2509
8056,VESH,Virtus Enhanced Short U.S. Equity,7/19/2018,TRUE,N/A,13062
8057,VET,Vermilion Energy Inc. Common (Canada),7/19/2018,TRUE,cs,7237
8058,VETS,Pacer Military Times Best Employers ETF,7/19/2018,TRUE,N/A,14353
8059,VEU,Vanguard FTSE All World Ex US,7/19/2018,TRUE,et,7238
8060,VFC,V.F. Corporation,7/19/2018,TRUE,cs,7239
8061,VFH,Vanguard Financials,7/19/2018,TRUE,et,7240
8062,VFL,Delaware Investments National Municipal Income Fund,7/19/2018,TRUE,cs,7241
8063,VFLQ,Vanguard U.S. Liquidity Factor,7/19/2018,TRUE,N/A,14145
8064,VFMF,Vanguard U.S. Multifactor,7/19/2018,TRUE,N/A,14146
8065,VFMO,Vanguard U.S. Momentum Factor,7/19/2018,TRUE,N/A,14147
8066,VFMV,Vanguard U.S. Minimum Volatility,7/19/2018,TRUE,N/A,14148
8067,VFQY,Vanguard U.S. Quality Factor,7/19/2018,TRUE,N/A,14149
8068,VFVA,Vanguard U.S. Value Factor,7/19/2018,TRUE,N/A,14150
8069,VG,Vonage Holdings Corp.,7/19/2018,TRUE,cs,7242
8070,VGFO,Virtus WMC Global Factor Opportunities,7/19/2018,TRUE,N/A,13547
8071,VGI,Virtus Global Multi-Sector Income Fund of Beneficial Interest,7/19/2018,TRUE,cs,7244
8072,VGIT,Vanguard Intermediate-Term Government Bond ETF,7/19/2018,TRUE,et,7245
8073,VGK,Vanguard FTSEEuropean,7/19/2018,TRUE,et,7246
8074,VGLT,Vanguard Long-Term Government Bond ETF,7/19/2018,TRUE,et,7247
8075,VGM,Invesco Trust for Investment Grade Municipals (DE),7/19/2018,TRUE,cs,7248
8076,VGR,Vector Group Ltd.,7/19/2018,TRUE,cs,7249
8077,VGSH,Vanguard Short-Term Government Bond ETF,7/19/2018,TRUE,et,7250
8078,VGT,Vanguard Information Tech,7/19/2018,TRUE,et,7251
8079,VGZ,Vista Gold Corp,7/19/2018,TRUE,cs,7252
8080,VHC,VirnetX Holding Corp,7/19/2018,TRUE,cs,7253
8081,VHI,Valhi Inc.,7/19/2018,TRUE,cs,7254
8082,VHT,Vanguard Health Care,7/19/2018,TRUE,et,7256
8083,VIA,Viacom Inc.,7/19/2018,TRUE,cs,7257
8084,VIAB,Viacom Inc.,7/19/2018,TRUE,cs,7258
8085,VIAV,Viavi Solutions Inc.,7/19/2018,TRUE,cs,3751
8086,VICI,VICI Properties Inc.,7/19/2018,TRUE,cs,14113
8087,VICL,Vical Incorporated,7/19/2018,TRUE,cs,7260
8088,VICR,Vicor Corporation,7/19/2018,TRUE,cs,7261
8089,VIDI,ETF Series Solutions Trust Vident International Equity Fund,7/19/2018,TRUE,N/A,8063
8090,VIG,Vanguard Div Appreciation,7/19/2018,TRUE,et,7264
8091,VIGI,Vanguard International Dividend Appreciation ETF,7/19/2018,TRUE,N/A,11109
8092,VIIX,VelocityShares VIX Short Term ETN,7/19/2018,TRUE,N/A,7266
8093,VIIZ,VelocityShares VIX Medium Term ETN,7/19/2018,TRUE,et,7267
8094,VIOG,Vanguard S&P Small-Cap 600 Growth,7/19/2018,TRUE,et,7269
8095,VIOO,Vanguard S&P Small-Cap 600,7/19/2018,TRUE,et,7270
8096,VIOV,Vanguard S&P Small-Cap 600 Value,7/19/2018,TRUE,et,7271
8097,VIPS,Vipshop Holdings Limited American Depositary Shares each representing two,7/19/2018,TRUE,cs,7273
8098,VIRC,Virco Manufacturing Corporation,7/19/2018,TRUE,cs,7274
8099,VIRT,Virtu Financial Inc.,7/19/2018,TRUE,cs,9919
8100,VIS,Vanguard Industrials,7/19/2018,TRUE,et,7275
8101,VISI,Volt Information Sciences Inc.,7/19/2018,TRUE,cs,9202
8102,VIV,Telefonica Brasil S.A. ADS,7/19/2018,TRUE,cs,7278
8103,VIVE,Viveve Medical Inc.,7/19/2018,TRUE,cs,11489
8104,VIVO,Meridian Bioscience Inc.,7/19/2018,TRUE,cs,7279
8105,VIXM,ProShares Trust VIX Mid-Term Futures,7/19/2018,TRUE,et,7281
8106,VIXY,ProShares Trust VIX Short-Term Futures,7/19/2018,TRUE,N/A,7282
8107,VJET,voxeljet AG American Depositary Shares each representing one-fifth of an/,7/19/2018,TRUE,cs,7879
8108,VKI,Invesco Advantage Municipal Income Trust II of Beneficial Interest (DE),7/19/2018,TRUE,cs,7283
8109,VKQ,Invesco Municipal Trust,7/19/2018,TRUE,cs,7284
8110,VKTX,Viking Therapeutics Inc.,7/19/2018,TRUE,cs,9221
8111,VKTXW,,7/19/2018,TRUE,N/A,11223
8112,VLGEA,Village Super Market Inc. Class A Common Stock,7/19/2018,TRUE,cs,7286
8113,VLO,Valero Energy Corporation,7/19/2018,TRUE,cs,7287
8114,VLP,Valero Energy Partners LP representing limited partner interests,7/19/2018,TRUE,cs,7880
8115,VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,7/19/2018,TRUE,cs,7780
8116,VLRX,Valeritas Holdings Inc.,7/19/2018,TRUE,cs,12504
8117,VLT,Invesco High Income Trust II,7/19/2018,TRUE,cs,7288
8118,VLU,SPDR S&P 1500 Value Tilt,7/19/2018,TRUE,N/A,7291
8119,VLUE,iShares Edge MSCI USA Value Factor,7/19/2018,TRUE,N/A,7292
8120,VLY,Valley National Bancorp,7/19/2018,TRUE,cs,7293
8121,VLY+,Valley National Bancorp Warrants Expiring 11/14/2018,7/19/2018,TRUE,N/A,7985
8122,VLY-A,Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A no par value per share,7/19/2018,TRUE,ps,10273
8123,VLY-B,Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,7/19/2018,TRUE,ps,13262
8124,VMAX,REX VolMAXX Long VIX Futures Strategy,7/19/2018,TRUE,N/A,11311
8125,VMBS,Vanguard Mortgage-Backed Securities ETF,7/19/2018,TRUE,et,7295
8126,VMC,Vulcan Materials Company (Holding Company),7/19/2018,TRUE,cs,7296
8127,VMI,Valmont Industries Inc.,7/19/2018,TRUE,cs,7297
8128,VMIN,REX VolMAXX Short VIX Futures Strategy,7/19/2018,TRUE,N/A,11312
8129,VMM,Delaware Investments Minnesota Municipal Income Fund II Inc.,7/19/2018,TRUE,cs,7298
8130,VMO,Invesco Municipal Opportunity Trust,7/19/2018,TRUE,cs,7299
8131,VMOT,Alpha Architect Value Momentum Trend,7/19/2018,TRUE,N/A,12860
8132,VMW,Vmware Inc. Class A,7/19/2018,TRUE,cs,7300
8133,VNCE,Vince Holding Corp.,7/19/2018,TRUE,cs,7881
8134,VNDA,Vanda Pharmaceuticals Inc.,7/19/2018,TRUE,cs,7301
8135,VNE,Veoneer Inc.,7/19/2018,TRUE,cs,14725
8136,VNET,21Vianet Group Inc.,7/19/2018,TRUE,cs,7302
8137,VNLA,Janus Henderson Short Duration Income,7/19/2018,TRUE,N/A,12101
8138,VNM,VanEck Vectors Vietnam,7/19/2018,TRUE,et,7303
8139,VNO,Vornado Realty Trust,7/19/2018,TRUE,cs,7304
8140,VNO-K,Vornado Realty Trust Pfd S K,7/19/2018,TRUE,ps,7308
8141,VNO-L,Vornado Realty Trust Pfd Ser L %,7/19/2018,TRUE,ps,7309
8142,VNO-M,Vornado Realty Trust 5.25% Series M Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share no par value per share,7/19/2018,TRUE,ps,13925
8143,VNOM,Viper Energy Partners LP,7/19/2018,TRUE,cs,8621
8144,VNQ,Vanguard Real Estate,7/19/2018,TRUE,et,7311
8145,VNQI,Vanguard Global ex-U.S. Real Estate ETF,7/19/2018,TRUE,et,7312
8146,VNRX,VolitionRX Limited,7/19/2018,TRUE,cs,9730
8147,VNTR,Venator Materials PLC,7/19/2018,TRUE,cs,12893
8148,VO,Vanguard Mid-Cap,7/19/2018,TRUE,et,7316
8149,VOC,VOC Energy Trust Units of Beneficial Interest,7/19/2018,TRUE,cs,7317
8150,VOD,Vodafone Group Plc,7/19/2018,TRUE,cs,7319
8151,VOE,Vanguard Mid-Cap Value,7/19/2018,TRUE,et,7320
8152,VONE,Vanguard Russell 1000 Index Fund,7/19/2018,TRUE,et,7322
8153,VONG,Vanguard Russell 1000 Growth Index Fund,7/19/2018,TRUE,et,7323
8154,VONV,Vanguard Russell 1000 Value Index Fund,7/19/2018,TRUE,et,7324
8155,VOO,Vanguard S&P 500,7/19/2018,TRUE,N/A,7325
8156,VOOG,Vanguard S&P 500 Growth,7/19/2018,TRUE,et,7326
8157,VOOV,Vanguard S&P 500 Value,7/19/2018,TRUE,et,7327
8158,VOT,Vanguard Mid-Cap Growth,7/19/2018,TRUE,et,7328
8159,VOX,Vanguard Communication Services,7/19/2018,TRUE,et,7329
8160,VOXX,VOXX International Corporation,7/19/2018,TRUE,cs,7330
8161,VOYA,Voya Financial Inc.,7/19/2018,TRUE,cs,7331
8162,VPG,Vishay Precision Group Inc.,7/19/2018,TRUE,cs,7333
8163,VPL,Vanguard FTSE Pacific,7/19/2018,TRUE,et,7335
8164,VPU,Vanguard Utilities,7/19/2018,TRUE,et,7337
8165,VPV,Invesco Pennsylvania Value Municipal Income Trust (DE),7/19/2018,TRUE,cs,7338
8166,VQT,Barclays ETN S&P VEQTOR ETN,7/19/2018,TRUE,et,7339
8167,VR-A,Validus Holdings Ltd. Depositary Shares Series A,7/19/2018,TRUE,ps,14646
8168,VR-B,Validus Holdings Ltd. Depositary Shares Series B,7/19/2018,TRUE,ps,14647
8169,VRA,Vera Bradley Inc.,7/19/2018,TRUE,cs,7341
8170,VRAY,ViewRay Inc.,7/19/2018,TRUE,cs,11203
8171,VRCA,Verrica Pharmaceuticals Inc.,7/19/2018,TRUE,cs,14666
8172,VREX,Varex Imaging Corporation,7/19/2018,TRUE,cs,12303
8173,VRIG,PowerShares Variable Rate Investment Grade Portfol,7/19/2018,TRUE,N/A,11869
8174,VRML,Vermillion Inc.,7/19/2018,TRUE,cs,7343
8175,VRNA,Verona Pharma plc,7/19/2018,TRUE,cs,12805
8176,VRNS,Varonis Systems Inc.,7/19/2018,TRUE,cs,8308
8177,VRNT,Verint Systems Inc.,7/19/2018,TRUE,cs,7346
8178,VRP,Invesco Variable Rate Preferred,7/19/2018,TRUE,N/A,8583
8179,VRS,Verso Corporation,7/19/2018,TRUE,cs,11625
8180,VRSK,Verisk Analytics Inc.,7/19/2018,TRUE,cs,7348
8181,VRSN,VeriSign Inc.,7/19/2018,TRUE,cs,7349
8182,VRTS,Virtus Investment Partners Inc.,7/19/2018,TRUE,cs,7352
8183,VRTSP,Virtus Investment Partners Inc. 7.25% Series D Mandatory Convertible Preferred Stock,7/19/2018,TRUE,ps,12397
8184,VRTU,Virtusa Corporation,7/19/2018,TRUE,cs,7353
8185,VRTV,Veritiv Corporation,7/19/2018,TRUE,cs,8699
8186,VRTX,Vertex Pharmaceuticals Incorporated,7/19/2018,TRUE,cs,7354
8187,VSAR,Versartis Inc.,7/19/2018,TRUE,cs,8443
8188,VSAT,ViaSat Inc.,7/19/2018,TRUE,cs,7356
8189,VSDA,VictoryShares Dividend Accelerator ETF,7/19/2018,TRUE,N/A,12791
8190,VSEC,VSE Corporation,7/19/2018,TRUE,cs,7361
8191,VSH,Vishay Intertechnology Inc.,7/19/2018,TRUE,cs,7362
8192,VSI,Vitamin Shoppe Inc,7/19/2018,TRUE,cs,7363
8193,VSL,Volshares Large Cap,7/19/2018,TRUE,N/A,14182
8194,VSLR,Vivint Solar Inc.,7/19/2018,TRUE,cs,9203
8195,VSM,Versum Materials Inc.,7/19/2018,TRUE,cs,11870
8196,VSMV,VictoryShares US Multi-Factor Minimum Volatility E,7/19/2018,TRUE,N/A,13047
8197,VSS,Vanguard FTSE All-Wld ex-US SmCp Idx,7/19/2018,TRUE,et,7366
8198,VST,Vistra Energy Corp.,7/19/2018,TRUE,cs,12905
8199,VST+A,,7/19/2018,TRUE,N/A,14423
8200,VSTM,Verastem Inc.,7/19/2018,TRUE,cs,7367
8201,VSTO,Vista Outdoor Inc.,7/19/2018,TRUE,cs,9154
8202,VT,Vanguard Total World Stock Index,7/19/2018,TRUE,et,7368
